Date,Open,High,Low,Close,Volume,Symbol,Datetime,Currency
,,,,,BTC-USD,,,INR
2025-06-23 19:00:00+00:00,8917190.200355291,8938700.410532832,8892223.402565777,8938700.410532832,332828672,BTC,2025-06-23 19:00:00+00:00,INR
2025-06-23 20:00:00+00:00,8909292.735364676,8972277.578998208,8892481.764457703,8956712.564385295,700530688,BTC,2025-06-23 20:00:00+00:00,INR
2025-06-23 21:00:00+00:00,8956794.819075704,8996480.01032281,8951257.46028614,8957007.872208238,0,BTC,2025-06-23 21:00:00+00:00,INR
2025-06-23 22:00:00+00:00,8959061.54259336,9152287.92364502,8956672.111258864,9123722.622634888,2595319808,BTC,2025-06-23 22:00:00+00:00,INR
2025-06-23 23:00:00+00:00,9120085.21235001,9123861.5117023,9081261.672695875,9113173.121480584,2298023936,BTC,2025-06-23 23:00:00+00:00,INR
2025-06-24 00:00:00+00:00,9096677.010740995,9107518.448624372,9061964.182950974,9078948.428082824,0,BTC,2025-06-24 00:00:00+00:00,INR
2025-06-24 01:00:00+00:00,9103164.48404944,9132665.475680828,9092453.321498275,9132665.475680828,0,BTC,2025-06-24 01:00:00+00:00,INR
2025-06-24 02:00:00+00:00,9131779.864538312,9131779.864538312,9070578.050239086,9072189.051271617,1177288704,BTC,2025-06-24 02:00:00+00:00,INR
2025-06-24 03:00:00+00:00,9028777.409033477,9055952.073046863,9027155.352315903,9044753.759457469,644734976,BTC,2025-06-24 03:00:00+00:00,INR
2025-06-24 04:00:00+00:00,9053812.033706903,9054616.954886913,9037128.94769311,9043540.027016401,0,BTC,2025-06-24 04:00:00+00:00,INR
2025-06-24 05:00:00+00:00,9048911.722177029,9092625.262795925,9048911.722177029,9092391.525761366,1275543552,BTC,2025-06-24 05:00:00+00:00,INR
2025-06-24 06:00:00+00:00,9081286.887302637,9116044.045948982,9070338.378965855,9107879.581109524,0,BTC,2025-06-24 06:00:00+00:00,INR
2025-06-24 07:00:00+00:00,9113433.101259828,9117351.580235481,9046251.580148041,9046251.580148041,583507968,BTC,2025-06-24 07:00:00+00:00,INR
2025-06-24 08:00:00+00:00,9035092.874592662,9049116.150139153,9011454.848327637,9039043.074126005,1063448576,BTC,2025-06-24 08:00:00+00:00,INR
2025-06-24 09:00:00+00:00,9031769.376972437,9079564.290119171,9029029.04933536,9049310.562677741,720756736,BTC,2025-06-24 09:00:00+00:00,INR
2025-06-24 10:00:00+00:00,9055191.757395744,9066501.26930356,9046703.071997881,9061805.043367863,0,BTC,2025-06-24 10:00:00+00:00,INR
2025-06-24 11:00:00+00:00,9062513.54327023,9069329.28088963,9038053.753020167,9051674.477884173,0,BTC,2025-06-24 11:00:00+00:00,INR
2025-06-24 12:00:00+00:00,9055065.941079974,9062379.571911573,9035751.316093206,9053857.642978787,0,BTC,2025-06-24 12:00:00+00:00,INR
2025-06-24 13:00:00+00:00,9054137.66512537,9061801.55786419,9025142.548265457,9042460.72833252,0,BTC,2025-06-24 13:00:00+00:00,INR
2025-06-24 14:00:00+00:00,9031607.0215199,9077295.287512898,9026730.11626494,9068456.316235363,0,BTC,2025-06-24 14:00:00+00:00,INR
2025-06-24 15:00:00+00:00,9067505.320625305,9085256.058525324,9042133.414937198,9042691.061360717,0,BTC,2025-06-24 15:00:00+00:00,INR
2025-06-24 16:00:00+00:00,9043458.076838553,9111004.425878406,9042358.218248725,9111004.425878406,0,BTC,2025-06-24 16:00:00+00:00,INR
2025-06-24 17:00:00+00:00,9128914.203733146,9130219.405049324,9080286.89875859,9112577.378004432,0,BTC,2025-06-24 17:00:00+00:00,INR
2025-06-24 18:00:00+00:00,9114222.804033875,9116201.073175311,9072386.572231412,9073613.26015222,0,BTC,2025-06-24 18:00:00+00:00,INR
2025-06-24 19:00:00+00:00,9070698.869758308,9077704.009367347,9050833.638620615,9070965.949513495,0,BTC,2025-06-24 19:00:00+00:00,INR
2025-06-24 20:00:00+00:00,9078859.56549406,9117117.733842611,9064051.402283728,9117117.733842611,0,BTC,2025-06-24 20:00:00+00:00,INR
2025-06-24 21:00:00+00:00,9115545.452771246,9116376.889496565,9094956.153654039,9109133.525482774,0,BTC,2025-06-24 21:00:00+00:00,INR
2025-06-24 22:00:00+00:00,9108511.457811773,9111098.373530984,9091992.105215192,9111098.373530984,0,BTC,2025-06-24 22:00:00+00:00,INR
2025-06-24 23:00:00+00:00,9111166.821106434,9111166.821106434,9091375.405981481,9109059.709470034,0,BTC,2025-06-24 23:00:00+00:00,INR
2025-06-25 00:00:00+00:00,9112786.61004436,9144034.716593742,9094216.901030958,9140106.728280663,0,BTC,2025-06-25 00:00:00+00:00,INR
2025-06-25 01:00:00+00:00,9144743.034851968,9153867.935339332,9115097.008399129,9141622.647771,1173372928,BTC,2025-06-25 01:00:00+00:00,INR
2025-06-25 02:00:00+00:00,9148364.23381573,9181858.977371454,9145862.05015415,9159170.094604373,183230464,BTC,2025-06-25 02:00:00+00:00,INR
2025-06-25 03:00:00+00:00,9153848.411365151,9164873.282928467,9132965.470502377,9135799.22904998,0,BTC,2025-06-25 03:00:00+00:00,INR
2025-06-25 04:00:00+00:00,9129889.526058674,9133378.807283878,9113440.920159936,9126480.766707897,521506816,BTC,2025-06-25 04:00:00+00:00,INR
2025-06-25 05:00:00+00:00,9123787.51514107,9137779.22181189,9112142.406252027,9127200.077438354,0,BTC,2025-06-25 05:00:00+00:00,INR
2025-06-25 06:00:00+00:00,9128104.535886467,9146431.283240557,9120381.547519207,9144128.277238607,0,BTC,2025-06-25 06:00:00+00:00,INR
2025-06-25 07:00:00+00:00,9149247.578660607,9175277.669533253,9144163.770637989,9168608.48695755,0,BTC,2025-06-25 07:00:00+00:00,INR
2025-06-25 08:00:00+00:00,9177589.79078114,9179217.828923464,9154329.414283633,9172685.510728955,0,BTC,2025-06-25 08:00:00+00:00,INR
2025-06-25 09:00:00+00:00,9174774.470110536,9204148.08136046,9167367.878002524,9178922.107912898,271151104,BTC,2025-06-25 09:00:00+00:00,INR
2025-06-25 10:00:00+00:00,9175239.721346855,9217633.737675905,9171211.987413168,9208750.413918257,1749659648,BTC,2025-06-25 10:00:00+00:00,INR
2025-06-25 11:00:00+00:00,9214995.63319695,9225102.310771286,9198984.489290535,9224189.692369401,484741120,BTC,2025-06-25 11:00:00+00:00,INR
2025-06-25 12:00:00+00:00,9230772.119614482,9232645.48695159,9209744.14281404,9231024.277816713,292409344,BTC,2025-06-25 12:00:00+00:00,INR
2025-06-25 13:00:00+00:00,9226869.338689446,9305648.912325501,9226869.338689446,9294492.64053166,876261376,BTC,2025-06-25 13:00:00+00:00,INR
2025-06-25 14:00:00+00:00,9289056.839247465,9304315.169337988,9242553.34167242,9264507.352818787,2266906624,BTC,2025-06-25 14:00:00+00:00,INR
2025-06-25 15:00:00+00:00,9263672.761646152,9263672.761646152,9188330.200456858,9208033.254977822,1552142336,BTC,2025-06-25 15:00:00+00:00,INR
2025-06-25 16:00:00+00:00,9210272.436998487,9248040.152953267,9208478.134478927,9221805.030833006,0,BTC,2025-06-25 16:00:00+00:00,INR
2025-06-25 17:00:00+00:00,9221841.992120862,9251723.513293982,9204679.85813415,9239290.408082604,0,BTC,2025-06-25 17:00:00+00:00,INR
2025-06-25 18:00:00+00:00,9241897.858934999,9254265.777875066,9227023.964678288,9239175.492078543,50999296,BTC,2025-06-25 18:00:00+00:00,INR
2025-06-25 19:00:00+00:00,9242014.791009307,9283353.639394403,9242014.791009307,9267473.054061174,1578885120,BTC,2025-06-25 19:00:00+00:00,INR
2025-06-25 20:00:00+00:00,9269931.312841415,9281788.666266918,9255356.621251345,9277524.80445242,0,BTC,2025-06-25 20:00:00+00:00,INR
2025-06-25 21:00:00+00:00,9275821.251321077,9291770.059139073,9246403.814731061,9246403.814731061,0,BTC,2025-06-25 21:00:00+00:00,INR
2025-06-25 22:00:00+00:00,9248964.62815404,9248964.62815404,9227035.437375009,9232145.641017556,20873216,BTC,2025-06-25 22:00:00+00:00,INR
2025-06-25 23:00:00+00:00,9226909.33982718,9233503.047025919,9212488.207755625,9230100.753211617,0,BTC,2025-06-25 23:00:00+00:00,INR
2025-06-26 00:00:00+00:00,9227341.358616948,9247968.493638515,9223685.636513233,9226230.207086802,0,BTC,2025-06-26 00:00:00+00:00,INR
2025-06-26 01:00:00+00:00,9231320.654302359,9270682.581739306,9213994.743709922,9256114.36347127,0,BTC,2025-06-26 01:00:00+00:00,INR
2025-06-26 02:00:00+00:00,9253159.48146844,9279845.756244183,9250501.662499428,9279287.20474577,0,BTC,2025-06-26 02:00:00+00:00,INR
2025-06-26 03:00:00+00:00,9272249.876993954,9295401.87775433,9259515.907689035,9263132.338874757,1576587264,BTC,2025-06-26 03:00:00+00:00,INR
2025-06-26 04:00:00+00:00,9257888.78416586,9258593.767963886,9243043.916205883,9253575.11429143,108871680,BTC,2025-06-26 04:00:00+00:00,INR
2025-06-26 05:00:00+00:00,9254499.835011482,9254836.292671323,9228135.49535513,9236111.284502745,0,BTC,2025-06-26 05:00:00+00:00,INR
2025-06-26 06:00:00+00:00,9236327.229305983,9251583.781183243,9232411.392160416,9245648.704380035,121450496,BTC,2025-06-26 06:00:00+00:00,INR
2025-06-26 07:00:00+00:00,9248412.342709124,9271328.342112958,9247021.219989598,9252012.107280076,0,BTC,2025-06-26 07:00:00+00:00,INR
2025-06-26 08:00:00+00:00,9244320.921020687,9273011.673604846,9238751.110298932,9243277.000016212,1176891392,BTC,2025-06-26 08:00:00+00:00,INR
2025-06-26 09:00:00+00:00,9240530.525792837,9241439.7757473,9202658.725222707,9203531.149884462,0,BTC,2025-06-26 09:00:00+00:00,INR
2025-06-26 10:00:00+00:00,9200135.467219353,9209310.162268579,9194443.367803097,9203766.657169163,393629696,BTC,2025-06-26 10:00:00+00:00,INR
2025-06-26 11:00:00+00:00,9208186.05566752,9210641.828397691,9191017.076806486,9203446.621903837,0,BTC,2025-06-26 11:00:00+00:00,INR
2025-06-26 12:00:00+00:00,9200103.748029113,9202796.09990716,9182326.996046662,9184653.182714045,0,BTC,2025-06-26 12:00:00+00:00,INR
2025-06-26 13:00:00+00:00,9173239.87818861,9184302.059208155,9149121.233832836,9154288.845992804,0,BTC,2025-06-26 13:00:00+00:00,INR
2025-06-26 14:00:00+00:00,9161386.050585508,9224391.063387036,9158057.814580798,9204713.99693346,0,BTC,2025-06-26 14:00:00+00:00,INR
2025-06-26 15:00:00+00:00,9204761.298511386,9206524.216462433,9137722.2455585,9184791.820331931,0,BTC,2025-06-26 15:00:00+00:00,INR
2025-06-26 16:00:00+00:00,9191713.698556423,9197183.09295863,9170169.302404761,9177547.465275407,296452096,BTC,2025-06-26 16:00:00+00:00,INR
2025-06-26 17:00:00+00:00,9180214.255010843,9198295.035893977,9180214.255010843,9182201.301050544,0,BTC,2025-06-26 17:00:00+00:00,INR
2025-06-26 18:00:00+00:00,9180939.95242399,9213823.793244302,9180939.95242399,9197874.27409643,313507840,BTC,2025-06-26 18:00:00+00:00,INR
2025-06-26 19:00:00+00:00,9197714.017405212,9219736.982323825,9193329.493952096,9219736.982323825,0,BTC,2025-06-26 19:00:00+00:00,INR
2025-06-26 20:00:00+00:00,9211777.406485379,9242182.076369524,9205131.71591729,9228269.208768904,1316098048,BTC,2025-06-26 20:00:00+00:00,INR
2025-06-26 21:00:00+00:00,9229799.175985456,9229799.175985456,9154603.99667859,9164775.903774202,0,BTC,2025-06-26 21:00:00+00:00,INR
2025-06-26 22:00:00+00:00,9168178.358196318,9183156.91787213,9163730.950213969,9164987.302829921,854245376,BTC,2025-06-26 22:00:00+00:00,INR
2025-06-26 23:00:00+00:00,9162690.554309249,9167731.511923313,9154395.747843862,9156340.700045228,18309120,BTC,2025-06-26 23:00:00+00:00,INR
2025-06-27 00:00:00+00:00,9163063.19289589,9183102.18138218,9141274.381225586,9141274.381225586,0,BTC,2025-06-27 00:00:00+00:00,INR
2025-06-27 01:00:00+00:00,9135224.970739245,9174956.619185865,9118260.543039858,9171754.017653525,2849107968,BTC,2025-06-27 01:00:00+00:00,INR
2025-06-27 02:00:00+00:00,9162658.411621928,9175171.406789541,9158738.332160056,9174298.422659934,0,BTC,2025-06-27 02:00:00+00:00,INR
2025-06-27 03:00:00+00:00,9179784.641898096,9201093.139007926,9174480.745145798,9199563.13022834,0,BTC,2025-06-27 03:00:00+00:00,INR
2025-06-27 04:00:00+00:00,9201936.20938301,9209008.59422183,9194381.099846363,9205626.846961975,856809472,BTC,2025-06-27 04:00:00+00:00,INR
2025-06-27 05:00:00+00:00,9200389.791283488,9202580.417244434,9180643.416697145,9181468.744049728,127414272,BTC,2025-06-27 05:00:00+00:00,INR
2025-06-27 06:00:00+00:00,9180792.367214262,9189638.665002823,9176288.688072681,9185007.340407014,0,BTC,2025-06-27 06:00:00+00:00,INR
2025-06-27 07:00:00+00:00,9181778.805559158,9215081.828533173,9146085.063589096,9147788.233717918,0,BTC,2025-06-27 07:00:00+00:00,INR
2025-06-27 08:00:00+00:00,9145134.876631618,9157021.407265425,9128554.255250156,9153937.215294182,495468544,BTC,2025-06-27 08:00:00+00:00,INR
2025-06-27 09:00:00+00:00,9150670.421236157,9159050.132815242,9135119.070937932,9158369.631851017,1805549568,BTC,2025-06-27 09:00:00+00:00,INR
2025-06-27 10:00:00+00:00,9156990.79192686,9162125.368659973,9147320.561130285,9148353.485734463,246525952,BTC,2025-06-27 10:00:00+00:00,INR
2025-06-27 11:00:00+00:00,9145457.444870472,9154613.995906115,9138433.506501317,9143715.978063941,0,BTC,2025-06-27 11:00:00+00:00,INR
2025-06-27 12:00:00+00:00,9143023.489249349,9160333.158227444,9114367.38665545,9115646.27169621,0,BTC,2025-06-27 12:00:00+00:00,INR
2025-06-27 13:00:00+00:00,9116837.862611294,9141159.755541146,9103597.952949762,9127148.252031624,0,BTC,2025-06-27 13:00:00+00:00,INR
2025-06-27 14:00:00+00:00,9130364.261972249,9151277.793836057,9098669.506011248,9104118.533881783,791162880,BTC,2025-06-27 14:00:00+00:00,INR
2025-06-27 15:00:00+00:00,9105554.31793952,9178662.563410282,9103716.216585398,9174777.455210447,1757978624,BTC,2025-06-27 15:00:00+00:00,INR
2025-06-27 16:00:00+00:00,9172917.3286767,9195613.942564964,9158630.328826904,9187697.55906415,818208768,BTC,2025-06-27 16:00:00+00:00,INR
2025-06-27 17:00:00+00:00,9187016.780784845,9187016.780784845,9101597.127333641,9130738.442265987,58273792,BTC,2025-06-27 17:00:00+00:00,INR
2025-06-27 18:00:00+00:00,9136703.548576832,9142793.15125084,9100596.47004509,9114323.607937336,460931072,BTC,2025-06-27 18:00:00+00:00,INR
2025-06-27 19:00:00+00:00,9120535.363114834,9145285.59632206,9113860.362924099,9140039.046172142,0,BTC,2025-06-27 19:00:00+00:00,INR
2025-06-27 20:00:00+00:00,9131256.748421192,9155637.186617851,9129652.07837534,9153557.256558418,808292352,BTC,2025-06-27 20:00:00+00:00,INR
2025-06-27 21:00:00+00:00,9155504.755609274,9165651.689119339,9152001.417189598,9152736.924703121,0,BTC,2025-06-27 21:00:00+00:00,INR
2025-06-27 22:00:00+00:00,9150520.390717268,9161171.233639956,9150520.390717268,9154470.90702629,768507904,BTC,2025-06-27 22:00:00+00:00,INR
2025-06-27 23:00:00+00:00,9154207.272300482,9156666.083262205,9144264.572274208,9148831.126183033,0,BTC,2025-06-27 23:00:00+00:00,INR
2025-06-28 00:00:00+00:00,9149003.990471601,9158081.701625347,9135148.150198698,9150782.02315402,0,BTC,2025-06-28 00:00:00+00:00,INR
2025-06-28 01:00:00+00:00,9150856.775278807,9151743.78933096,9132459.74342513,9151743.78933096,0,BTC,2025-06-28 01:00:00+00:00,INR
2025-06-28 02:00:00+00:00,9150908.167364597,9161277.354959965,9147885.378318548,9154828.649337769,0,BTC,2025-06-28 02:00:00+00:00,INR
2025-06-28 03:00:00+00:00,9154710.514283419,9171354.208353043,9153852.867137432,9170321.027199745,0,BTC,2025-06-28 03:00:00+00:00,INR
2025-06-28 04:00:00+00:00,9170296.332301378,9170804.9137218,9161998.179020405,9162652.927541971,0,BTC,2025-06-28 04:00:00+00:00,INR
2025-06-28 05:00:00+00:00,9162033.552793741,9170903.693315268,9162033.552793741,9170903.693315268,0,BTC,2025-06-28 05:00:00+00:00,INR
2025-06-28 06:00:00+00:00,9170511.912089825,9181916.950557232,9170511.912089825,9180279.745538473,0,BTC,2025-06-28 06:00:00+00:00,INR
2025-06-28 07:00:00+00:00,9181028.601645708,9186265.254958868,9179869.94371152,9185497.710820436,0,BTC,2025-06-28 07:00:00+00:00,INR
2025-06-28 08:00:00+00:00,9184900.361251831,9186576.277192354,9175538.325052023,9178247.422145844,0,BTC,2025-06-28 08:00:00+00:00,INR
2025-06-28 09:00:00+00:00,9178047.860669851,9178047.860669851,9169401.976522684,9171764.677609682,0,BTC,2025-06-28 09:00:00+00:00,INR
2025-06-28 10:00:00+00:00,9171324.841446877,9174984.358412981,9167776.785238266,9168014.390206337,0,BTC,2025-06-28 10:00:00+00:00,INR
2025-06-28 11:00:00+00:00,9168246.655736923,9175368.797911882,9167440.400676727,9175368.797911882,0,BTC,2025-06-28 11:00:00+00:00,INR
2025-06-28 12:00:00+00:00,9174774.11806202,9175474.919231892,9169574.840811253,9173320.456206799,0,BTC,2025-06-28 12:00:00+00:00,INR
2025-06-28 13:00:00+00:00,9173244.369222641,9173244.369222641,9152963.183366537,9152963.183366537,0,BTC,2025-06-28 13:00:00+00:00,INR
2025-06-28 14:00:00+00:00,9154404.164057732,9166397.208078146,9153606.585583448,9163156.169524908,0,BTC,2025-06-28 14:00:00+00:00,INR
2025-06-28 15:00:00+00:00,9163341.047547817,9187772.978618622,9162139.67411375,9187772.978618622,0,BTC,2025-06-28 15:00:00+00:00,INR
2025-06-28 16:00:00+00:00,9182548.339039803,9185983.599631548,9168071.121729612,9168432.868619204,0,BTC,2025-06-28 16:00:00+00:00,INR
2025-06-28 17:00:00+00:00,9169524.783584833,9188333.61955452,9168687.8267591,9183756.386770725,0,BTC,2025-06-28 17:00:00+00:00,INR
2025-06-28 18:00:00+00:00,9184138.156550884,9184138.156550884,9166612.120436907,9171815.402265787,143134720,BTC,2025-06-28 18:00:00+00:00,INR
2025-06-28 19:00:00+00:00,9171458.327383995,9171593.81561017,9164673.904629946,9164673.904629946,0,BTC,2025-06-28 19:00:00+00:00,INR
2025-06-28 20:00:00+00:00,9163528.595289469,9164093.908233166,9159114.882778645,9161053.766015291,0,BTC,2025-06-28 20:00:00+00:00,INR
2025-06-28 21:00:00+00:00,9159841.713706255,9169013.53244567,9159158.265708208,9169013.53244567,0,BTC,2025-06-28 21:00:00+00:00,INR
2025-06-28 22:00:00+00:00,9171091.908486605,9176462.047736883,9166965.85817027,9174509.148476839,37271552,BTC,2025-06-28 22:00:00+00:00,INR
2025-06-28 23:00:00+00:00,9173776.310682058,9174946.982350588,9168862.693336725,9169482.068084955,0,BTC,2025-06-28 23:00:00+00:00,INR
2025-06-29 00:00:00+00:00,9168623.086079597,9184449.846214056,9166124.896766424,9183920.574473381,0,BTC,2025-06-29 00:00:00+00:00,INR
2025-06-29 01:00:00+00:00,9184084.094746351,9184181.539480448,9172921.333254814,9173203.65601182,0,BTC,2025-06-29 01:00:00+00:00,INR
2025-06-29 02:00:00+00:00,9173087.523246527,9173087.523246527,9160997.701921701,9170537.941847563,0,BTC,2025-06-29 02:00:00+00:00,INR
2025-06-29 03:00:00+00:00,9169412.655397654,9169871.179591656,9161707.179677486,9162618.22119832,8538112,BTC,2025-06-29 03:00:00+00:00,INR
2025-06-29 04:00:00+00:00,9163030.692744017,9166360.499445438,9162770.395166636,9166360.499445438,12795904,BTC,2025-06-29 04:00:00+00:00,INR
2025-06-29 05:00:00+00:00,9166122.227047682,9170851.633799791,9163305.006344795,9170340.382660627,0,BTC,2025-06-29 05:00:00+00:00,INR
2025-06-29 06:00:00+00:00,9169965.287177324,9174846.200468063,9169758.38397479,9174846.200468063,0,BTC,2025-06-29 06:00:00+00:00,INR
2025-06-29 07:00:00+00:00,9174667.329312325,9175626.425770521,9171762.675320625,9173330.467652082,81074176,BTC,2025-06-29 07:00:00+00:00,INR
2025-06-29 08:00:00+00:00,9178740.652683496,9204144.361376524,9178329.515997171,9201640.16519618,79933440,BTC,2025-06-29 08:00:00+00:00,INR
2025-06-29 09:00:00+00:00,9203527.656347036,9226013.362454653,9199641.21328783,9218044.252008677,551581696,BTC,2025-06-29 09:00:00+00:00,INR
2025-06-29 10:00:00+00:00,9218323.90504694,9251206.830796719,9218323.90504694,9241669.928019285,52527104,BTC,2025-06-29 10:00:00+00:00,INR
2025-06-29 11:00:00+00:00,9242278.623892546,9265912.976489067,9239143.039229631,9265912.976489067,707563520,BTC,2025-06-29 11:00:00+00:00,INR
2025-06-29 12:00:00+00:00,9269212.748854637,9269212.748854637,9236658.19851017,9244485.146433115,1641779200,BTC,2025-06-29 12:00:00+00:00,INR
2025-06-29 13:00:00+00:00,9244133.410988808,9247686.139205217,9233084.112543821,9233424.501683474,192706560,BTC,2025-06-29 13:00:00+00:00,INR
2025-06-29 14:00:00+00:00,9233540.634448767,9246804.46459055,9214334.010386467,9223912.293804407,177057792,BTC,2025-06-29 14:00:00+00:00,INR
2025-06-29 15:00:00+00:00,9222871.770924568,9229578.771835089,9201704.905875683,9208653.516332388,0,BTC,2025-06-29 15:00:00+00:00,INR
2025-06-29 16:00:00+00:00,9208449.282848597,9208945.850534678,9177401.788734198,9189892.735300064,1063325696,BTC,2025-06-29 16:00:00+00:00,INR
2025-06-29 17:00:00+00:00,9190119.661393166,9191639.39878726,9172065.688397884,9187032.7990973,0,BTC,2025-06-29 17:00:00+00:00,INR
2025-06-29 18:00:00+00:00,9187708.905368805,9203760.589307308,9183803.774278402,9198264.305846453,1125226496,BTC,2025-06-29 18:00:00+00:00,INR
2025-06-29 19:00:00+00:00,9197783.756472826,9197783.756472826,9175458.900919437,9180090.195507765,13856768,BTC,2025-06-29 19:00:00+00:00,INR
2025-06-29 20:00:00+00:00,9178617.845621347,9183661.611755371,9176204.419878244,9178626.52220726,78159872,BTC,2025-06-29 20:00:00+00:00,INR
2025-06-29 21:00:00+00:00,9170284.985996723,9201131.583775759,9169648.925506353,9186941.361230373,381968384,BTC,2025-06-29 21:00:00+00:00,INR
2025-06-29 22:00:00+00:00,9189153.890638113,9249279.293864727,9189153.890638113,9237799.503272533,898189312,BTC,2025-06-29 22:00:00+00:00,INR
2025-06-29 23:00:00+00:00,9240842.982638836,9263211.221121788,9232253.830014944,9259778.630248785,887472128,BTC,2025-06-29 23:00:00+00:00,INR
2025-06-30 00:00:00+00:00,9259078.496508598,9293647.349644184,9251795.503779411,9288576.218893051,943947776,BTC,2025-06-30 00:00:00+00:00,INR
2025-06-30 01:00:00+00:00,9289646.108679056,9294789.321836233,9269065.246894121,9274458.07875371,0,BTC,2025-06-30 01:00:00+00:00,INR
2025-06-30 02:00:00+00:00,9272609.856750488,9282950.528377533,9268741.615318298,9268934.493471146,1206587392,BTC,2025-06-30 02:00:00+00:00,INR
2025-06-30 03:00:00+00:00,9276059.23248291,9280539.062468767,9271485.251948833,9277860.77985239,235593728,BTC,2025-06-30 03:00:00+00:00,INR
2025-06-30 04:00:00+00:00,9283065.351234972,9284751.030543804,9266872.006245613,9266872.006245613,87187456,BTC,2025-06-30 04:00:00+00:00,INR
2025-06-30 05:00:00+00:00,9261125.267485142,9265334.911159992,9248436.236852288,9257905.264027,242765824,BTC,2025-06-30 05:00:00+00:00,INR
2025-06-30 06:00:00+00:00,9262968.367216706,9263355.234215796,9202932.488801837,9204653.679457545,0,BTC,2025-06-30 06:00:00+00:00,INR
2025-06-30 07:00:00+00:00,9213258.862449765,9224500.865861654,9205007.102196574,9216093.942018032,1472544768,BTC,2025-06-30 07:00:00+00:00,INR
2025-06-30 08:00:00+00:00,9218155.858159542,9225952.64363575,9206170.683677197,9206170.683677197,0,BTC,2025-06-30 08:00:00+00:00,INR
2025-06-30 09:00:00+00:00,9223817.553991377,9235589.437247157,9220430.901560783,9220430.901560783,662908928,BTC,2025-06-30 09:00:00+00:00,INR
2025-06-30 10:00:00+00:00,9214656.449735165,9227816.896460354,9210891.060637534,9226944.354757667,0,BTC,2025-06-30 10:00:00+00:00,INR
2025-06-30 11:00:00+00:00,9230397.993470192,9257216.21440351,9229591.511016369,9231866.273818016,0,BTC,2025-06-30 11:00:00+00:00,INR
2025-06-30 12:00:00+00:00,9235615.257760584,9247366.14351368,9227788.257904172,9229431.251110911,923758592,BTC,2025-06-30 12:00:00+00:00,INR
2025-06-30 13:00:00+00:00,9232841.295129836,9250051.184419632,9220757.456486523,9220757.456486523,709550080,BTC,2025-06-30 13:00:00+00:00,INR
2025-06-30 14:00:00+00:00,9217528.6761868,9224760.4629606,9168235.467478037,9168235.467478037,584552448,BTC,2025-06-30 14:00:00+00:00,INR
